sample_index,adc_raw,voltage_V
5864,1956,0.39399
5865,1937,0.39017
5866,1917,0.38614
5867,1842,0.37103
5868,1827,0.36801
5869,1804,0.36338
5870,1769,0.35633
5871,1725,0.34746
5872,1722,0.34686
5873,1692,0.34082
5874,1660,0.33437
5875,1620,0.32631
5876,1569,0.31604
5877,1470,0.29610
5878,1445,0.29106
5879,1404,0.28281
5880,1343,0.27052
5881,1299,0.26166
5882,1210,0.24373
5883,1222,0.24615
5884,1136,0.22882
5885,1092,0.21996
5886,995,0.20042
5887,930,0.18733
5888,916,0.18451
5889,898,0.18088
5890,841,0.16940
5891,825,0.16618
5892,811,0.16336
5893,684,0.13778
5894,710,0.14301
5895,656,0.13214
5896,647,0.13032
5897,593,0.11945
5898,608,0.12247
5899,622,0.12529
5900,563,0.11340
5901,610,0.12287
5902,588,0.11844
5903,592,0.11925
5904,615,0.12388
5905,577,0.11622
5906,638,0.12851
5907,662,0.13335
5908,634,0.12771
5909,708,0.14261
5910,680,0.13697
5911,726,0.14624
5912,753,0.15168
5913,795,0.16014
5914,867,0.17464
5915,890,0.17927
5916,923,0.18592
5917,956,0.19257
5918,1049,0.21130
5919,1125,0.22661
5920,1226,0.24695
5921,1227,0.24715
5922,1310,0.26387
5923,1343,0.27052
5924,1385,0.27898
5925,1420,0.28603
5926,1420,0.28603
5927,1573,0.31685
5928,1589,0.32007
5929,1614,0.32511
5930,1647,0.33175
5931,1705,0.34344
5932,1727,0.34787
5933,1756,0.35371
5934,1830,0.36861
5935,1873,0.37728
5936,1876,0.37788
5937,1871,0.37687
5938,1917,0.38614
5939,1918,0.38634
5940,1936,0.38997
5941,1946,0.39198
5942,1929,0.38856
5943,1959,0.39460
5944,1951,0.39299
5945,1945,0.39178
5946,1960,0.39480
5947,1960,0.39480
5948,1919,0.38654
5949,1917,0.38614
5950,1868,0.37627
5951,1877,0.37808
5952,1830,0.36861
5953,1758,0.35411
5954,1779,0.35834
5955,1686,0.33961
5956,1686,0.33961
5957,1650,0.33236
5958,1567,0.31564
5959,1522,0.30657
5960,1482,0.29852
5961,1387,0.27938
5962,1344,0.27072
5963,1280,0.25783
5964,1257,0.25320
5965,1230,0.24776
5966,1160,0.23366
5967,1139,0.22943
5968,1001,0.20163
5969,958,0.19297
5970,922,0.18572
5971,930,0.18733
5972,850,0.17121
5973,845,0.17021
5974,819,0.16497
5975,711,0.14322
5976,733,0.14765
5977,697,0.14040
5978,680,0.13697
5979,652,0.13133
5980,584,0.11763
5981,629,0.12670
5982,582,0.11723
5983,583,0.11743
5984,559,0.11260
5985,538,0.10837
5986,572,0.11522
5987,563,0.11340
5988,627,0.12630
5989,606,0.12207
5990,686,0.13818
5991,643,0.12952
5992,691,0.13919
5993,733,0.14765
5994,772,0.15550
5995,774,0.15591
5996,872,0.17565
5997,916,0.18451
5998,936,0.18854
5999,979,0.19720
6000,1047,0.21090
6001,1081,0.21774
6002,1092,0.21996
6003,1179,0.23748
6004,1265,0.25481
6005,1303,0.26246
6006,1295,0.26085
6007,1374,0.27676
6008,1438,0.28965
6009,1493,0.30073
6010,1518,0.30577
6011,1575,0.31725
6012,1615,0.32531
6013,1691,0.34062
6014,1706,0.34364
6015,1763,0.35512
6016,1789,0.36036
6017,1843,0.37123
6018,1854,0.37345
6019,1827,0.36801
6020,1918,0.38634
6021,1903,0.38332
6022,1918,0.38634
6023,1926,0.38795
6024,1962,0.39520
6025,1997,0.40225
6026,1964,0.39561
6027,1979,0.39863
6028,1921,0.38694
6029,1924,0.38755
6030,1966,0.39601
6031,1918,0.38634
6032,1916,0.38594
6033,1890,0.38070
6034,1874,0.37748
6035,1826,0.36781
6036,1766,0.35572
6037,1759,0.35431
6038,1708,0.34404
6039,1643,0.33095
6040,1600,0.32229
6041,1573,0.31685
6042,1513,0.30476
6043,1477,0.29751
6044,1364,0.27475
6045,1368,0.27555
6046,1269,0.25561
6047,1258,0.25340
6048,1246,0.25098
6049,1134,0.22842
6050,1092,0.21996
6051,1057,0.21291
6052,1004,0.20223
6053,952,0.19176
6054,918,0.18491
6055,853,0.17182
6056,818,0.16477
6057,759,0.15288
6058,721,0.14523
6059,696,0.14019
6060,652,0.13133
6061,666,0.13415
6062,596,0.12005
6063,637,0.12831
6064,582,0.11723
6065,599,0.12066
6066,617,0.12428
6067,593,0.11945
6068,568,0.11441
6069,596,0.12005
6070,621,0.12509
6071,583,0.11743
6072,616,0.12408
6073,703,0.14160
6074,664,0.13375
6075,679,0.13677
6076,713,0.14362
6077,750,0.15107
6078,829,0.16698
6079,836,0.16839
6080,859,0.17303
6081,890,0.17927
6082,999,0.20123
6083,970,0.19539
6084,1059,0.21331
6085,1118,0.22520
6086,1174,0.23648
6087,1266,0.25501
6088,1286,0.25904
6089,1307,0.26327
6090,1400,0.28200
6091,1444,0.29086
6092,1568,0.31584
6093,1601,0.32249
6094,1537,0.30960
6095,1653,0.33296
6096,1657,0.33377
6097,1721,0.34666
6098,1755,0.35351
6099,1782,0.35895
6100,1819,0.36640
6101,1814,0.36539
6102,1862,0.37506
6103,1899,0.38251
6104,1923,0.38735
6105,1928,0.38835
6106,1925,0.38775
6107,1937,0.39017
6108,1924,0.38755
6109,1925,0.38775
6110,1933,0.38936
6111,1911,0.38493
6112,1918,0.38634
6113,1903,0.38332
6114,1879,0.37848
6115,1901,0.38292
6116,1828,0.36821
6117,1848,0.37224
6118,1749,0.35230
6119,1743,0.35109
6120,1715,0.34545
6121,1653,0.33296
6122,1622,0.32672
6123,1588,0.31987
6124,1515,0.30516
6125,1458,0.29368
6126,1466,0.29529
6127,1364,0.27475
6128,1332,0.26830
6129,1242,0.25017
6130,1219,0.24554
6131,1175,0.23668
6132,1180,0.23769
6133,1073,0.21613
6134,1077,0.21694
6135,1002,0.20183
6136,900,0.18129
6137,864,0.17403
6138,849,0.17101
6139,827,0.16658
6140,804,0.16195
6141,710,0.14301
6142,692,0.13939
6143,683,0.13758
6144,652,0.13133
6145,616,0.12408
6146,585,0.11784
6147,595,0.11985
6148,621,0.12509
6149,555,0.11179
6150,567,0.11421
6151,554,0.11159
6152,566,0.11401
6153,572,0.11522
6154,635,0.12791
6155,630,0.12690
6156,687,0.13838
6157,671,0.13516
6158,669,0.13476
6159,719,0.14483
6160,718,0.14463
6161,813,0.16376
6162,826,0.16638
6163,906,0.18249
6164,973,0.19599
6165,1000,0.20143
6166,1008,0.20304
6167,1088,0.21915
6168,1184,0.23849
6169,1186,0.23889
6170,1241,0.24997
6171,1333,0.26850
6172,1386,0.27918
6173,1366,0.27515
6174,1444,0.29086
6175,1524,0.30698
6176,1591,0.32047
6177,1644,0.33115
6178,1640,0.33034
6179,1693,0.34102
6180,1757,0.35391
6181,1754,0.35331
6182,1829,0.36841
6183,1809,0.36438
6184,1839,0.37043
6185,1858,0.37425
6186,1880,0.37869
6187,1923,0.38735
6188,1897,0.38211
6189,1940,0.39077
6190,1963,0.39540
6191,1992,0.40125
6192,1989,0.40064
6193,1961,0.39500
6194,1979,0.39863
6195,1909,0.38453
6196,1951,0.39299
6197,1879,0.37848
6198,1905,0.38372
6199,1844,0.37143
6200,1838,0.37023
6201,1796,0.36177
6202,1761,0.35472
6203,1696,0.34162
6204,1695,0.34142
6205,1648,0.33195
6206,1530,0.30819
6207,1566,0.31544
6208,1463,0.29469
6209,1440,0.29006
6210,1389,0.27978
6211,1314,0.26468
6212,1309,0.26367
6213,1251,0.25199
6214,1147,0.23104
6215,1126,0.22681
6216,1130,0.22761
6217,1053,0.21210
6218,975,0.19639
6219,887,0.17867
6220,863,0.17383
6221,814,0.16396
6222,779,0.15691
6223,717,0.14442
6224,721,0.14523
6225,708,0.14261
6226,617,0.12428
6227,612,0.12327
6228,605,0.12186
6229,592,0.11925
6230,576,0.11602
6231,590,0.11884
6232,609,0.12267
6233,544,0.10958
6234,565,0.11381
6235,538,0.10837
6236,612,0.12327
6237,633,0.12750
6238,661,0.13314
6239,708,0.14261
6240,674,0.13576
6241,723,0.14563
6242,776,0.15631
6243,840,0.16920
6244,874,0.17605
6245,872,0.17565
6246,906,0.18249
6247,981,0.19760
6248,1024,0.20626
6249,1016,0.20465
6250,1138,0.22923
6251,1168,0.23527
6252,1205,0.24272
6253,1287,0.25924
6254,1301,0.26206
6255,1347,0.27132
6256,1409,0.28381
6257,1505,0.30315
6258,1504,0.30295
6259,1562,0.31463
6260,1627,0.32772
6261,1689,0.34021
6262,1680,0.33840
6263,1757,0.35391
6264,1774,0.35733
6265,1788,0.36015
6266,1829,0.36841
6267,1923,0.38735
6268,1910,0.38473
6269,1947,0.39218
6270,1895,0.38171
6271,1978,0.39843
6272,1937,0.39017
6273,1976,0.39802
6274,1998,0.40245
6275,1961,0.39500
6276,1963,0.39540
6277,1930,0.38876
6278,1901,0.38292
6279,1909,0.38453
6280,1933,0.38936
6281,1900,0.38271
6282,1857,0.37405
6283,1828,0.36821
6284,1800,0.36257
6285,1749,0.35230
6286,1695,0.34142
6287,1696,0.34162
6288,1609,0.32410
6289,1517,0.30557
6290,1473,0.29670
6291,1445,0.29106
6292,1432,0.28845
6293,1321,0.26609
6294,1284,0.25863
6295,1216,0.24494
6296,1207,0.24312
6297,1189,0.23950
6298,1094,0.22036
6299,1106,0.22278
6300,1011,0.20364
6301,924,0.18612
6302,927,0.18672
6303,866,0.17444
6304,779,0.15691
6305,738,0.14865
6306,775,0.15611
6307,690,0.13899
6308,724,0.14583
6309,651,0.13113
6310,654,0.13173
6311,589,0.11864
6312,577,0.11622
6313,580,0.11683
6314,606,0.12207
6315,566,0.11401
6316,582,0.11723
6317,592,0.11925
6318,552,0.11119
6319,633,0.12750
6320,638,0.12851
6321,649,0.13073
6322,678,0.13657
6323,713,0.14362
6324,707,0.14241
6325,762,0.15349
6326,755,0.15208
6327,875,0.17625
6328,855,0.17222
6329,956,0.19257
6330,1044,0.21029
6331,1019,0.20526
6332,1096,0.22077
6333,1114,0.22439
6334,1207,0.24312
6335,1242,0.25017
6336,1312,0.26427
6337,1371,0.27616
6338,1424,0.28683
6339,1482,0.29852
6340,1530,0.30819
6341,1519,0.30597
6342,1624,0.32712
6343,1591,0.32047
6344,1687,0.33981
6345,1703,0.34303
6346,1776,0.35774
6347,1771,0.35673
6348,1819,0.36640
6349,1835,0.36962
6350,1894,0.38151
6351,1924,0.38755
6352,1908,0.38433
6353,1909,0.38453
6354,1917,0.38614
6355,1987,0.40024
6356,1910,0.38473
6357,1947,0.39218
6358,1949,0.39258
6359,1951,0.39299
6360,1955,0.39379
6361,1939,0.39057
6362,1945,0.39178
6363,1877,0.37808
6364,1837,0.37002
6365,1805,0.36358
6366,1777,0.35794
6367,1766,0.35572
6368,1737,0.34988
6369,1715,0.34545
6370,1669,0.33618
6371,1580,0.31826
6372,1495,0.30114
6373,1526,0.30738
6374,1419,0.28583
6375,1358,0.27354
6376,1363,0.27455
6377,1261,0.25400
6378,1236,0.24897
6379,1166,0.23487
6380,1143,0.23023
6381,1059,0.21331
6382,1002,0.20183
6383,1012,0.20385
6384,938,0.18894
6385,904,0.18209
6386,798,0.16074
6387,826,0.16638
6388,742,0.14946
6389,717,0.14442
6390,673,0.13556
6391,656,0.13214
6392,631,0.12710
6393,610,0.12287
6394,625,0.12589
6395,632,0.12730
6396,569,0.11461
6397,555,0.11179
6398,587,0.11824
6399,547,0.11018
6400,624,0.12569
6401,601,0.12106
6402,582,0.11723
6403,625,0.12589
6404,624,0.12569
6405,706,0.14221
6406,729,0.14684
6407,778,0.15671
6408,735,0.14805
6409,841,0.16940
6410,854,0.17202
6411,890,0.17927
6412,951,0.19156
6413,981,0.19760
6414,1101,0.22177
6415,1070,0.21553
6416,1120,0.22560
6417,1173,0.23628
6418,1248,0.25138
6419,1320,0.26589
6420,1343,0.27052
6421,1430,0.28804
6422,1465,0.29509
6423,1491,0.30033
6424,1566,0.31544
6425,1594,0.32108
6426,1621,0.32652
6427,1645,0.33135
6428,1688,0.34001
6429,1737,0.34988
6430,1813,0.36519
6431,1842,0.37103
6432,1862,0.37506
6433,1885,0.37969
6434,1923,0.38735
6435,1885,0.37969
6436,1908,0.38433
6437,1972,0.39722
6438,1939,0.39057
6439,1915,0.38574
6440,1927,0.38815
6441,1968,0.39641
6442,1901,0.38292
6443,1919,0.38654
6444,1891,0.38090
6445,1858,0.37425
6446,1880,0.37869
6447,1882,0.37909
6448,1855,0.37365
6449,1760,0.35451
6450,1732,0.34887
6451,1705,0.34344
6452,1705,0.34344
6453,1679,0.33820
6454,1616,0.32551
6455,1528,0.30778
6456,1506,0.30335
6457,1413,0.28462
6458,1364,0.27475
6459,1370,0.27596
6460,1299,0.26166
6461,1237,0.24917
6462,1199,0.24151
6463,1152,0.23205
6464,1091,0.21976
6465,1047,0.21090
6466,960,0.19337
6467,932,0.18773
6468,919,0.18511
6469,884,0.17806
6470,786,0.15832
6471,788,0.15873
6472,712,0.14342
6473,731,0.14724
6474,643,0.12952
6475,726,0.14624
6476,615,0.12388
6477,646,0.13012
6478,572,0.11522
6479,583,0.11743
6480,551,0.11099
6481,557,0.11220
6482,626,0.12609
6483,584,0.11763
6484,591,0.11904
6485,581,0.11703
6486,650,0.13093
6487,670,0.13496
6488,643,0.12952
6489,705,0.14201
6490,749,0.15087
6491,795,0.16014
6492,782,0.15752
6493,891,0.17947
6494,888,0.17887
6495,894,0.18008
6496,932,0.18773
6497,1059,0.21331
6498,1143,0.23023
6499,1124,0.22641
6500,1174,0.23648
6501,1248,0.25138
6502,1315,0.26488
6503,1366,0.27515
6504,1365,0.27495
6505,1478,0.29771
6506,1487,0.29952
6507,1582,0.31866
6508,1621,0.32652
6509,1661,0.33457
6510,1687,0.33981
6511,1719,0.34626
6512,1756,0.35371
6513,1849,0.37244
6514,1852,0.37305
6515,1903,0.38332
6516,1912,0.38513
6517,1876,0.37788
6518,1952,0.39319
6519,1912,0.38513
6520,1951,0.39299
6521,1988,0.40044
6522,1980,0.39883
6523,1941,0.39097
6524,1972,0.39722
6525,1957,0.39420
6526,1938,0.39037
6527,1942,0.39117
6528,1879,0.37848
6529,1833,0.36922
6530,1830,0.36861
6531,1795,0.36156
6532,1781,0.35874
6533,1803,0.36318
6534,1694,0.34122
6535,1696,0.34162
6536,1668,0.33598
6537,1560,0.31423
6538,1567,0.31564
6539,1466,0.29529
6540,1446,0.29127
6541,1352,0.27233
6542,1325,0.26689
6543,1262,0.25420
6544,1252,0.25219
6545,1200,0.24171
6546,1134,0.22842
6547,1060,0.21351
6548,1019,0.20526
6549,993,0.20002
6550,901,0.18149
6551,917,0.18471
6552,803,0.16175
6553,818,0.16477
6554,784,0.15792
6555,710,0.14301
6556,724,0.14583
6557,637,0.12831
6558,674,0.13576
6559,644,0.12972
6560,651,0.13113
6561,582,0.11723
6562,555,0.11179
6563,609,0.12267
6564,556,0.11199
6565,596,0.12005
6566,613,0.12348
6567,622,0.12529
6568,616,0.12408
6569,634,0.12771
6570,604,0.12166
6571,647,0.13032
6572,717,0.14442
6573,700,0.14100
6574,759,0.15288
6575,792,0.15953
6576,888,0.17887
6577,929,0.18713
6578,940,0.18934
6579,987,0.19881
6580,1015,0.20445
6581,1078,0.21714
6582,1164,0.23446
6583,1179,0.23748
6584,1251,0.25199
6585,1293,0.26045
6586,1324,0.26669
6587,1365,0.27495
6588,1454,0.29288
6589,1485,0.29912
6590,1603,0.32289
6591,1632,0.32873
6592,1641,0.33054
6593,1679,0.33820
6594,1700,0.34243
6595,1764,0.35532
6596,1844,0.37143
6597,1809,0.36438
6598,1893,0.38130
6599,1904,0.38352
6600,1898,0.38231
6601,1927,0.38815
6602,1958,0.39440
6603,1946,0.39198
6604,1970,0.39681
6605,1983,0.39943
6606,1962,0.39520
6607,1930,0.38876
6608,1918,0.38634
6609,1931,0.38896
6610,1908,0.38433
6611,1891,0.38090
6612,1847,0.37204
6613,1833,0.36922
6614,1824,0.36741
6615,1823,0.36720
6616,1772,0.35693
6617,1724,0.34726
6618,1636,0.32954
6619,1646,0.33155
6620,1560,0.31423
6621,1492,0.30053
6622,1436,0.28925
6623,1381,0.27817
6624,1306,0.26307
6625,1349,0.27173
6626,1248,0.25138
6627,1230,0.24776
6628,1176,0.23688
6629,1157,0.23305
6630,1019,0.20526
6631,1000,0.20143
6632,979,0.19720
6633,954,0.19216
6634,879,0.17706
6635,781,0.15732
6636,762,0.15349
6637,724,0.14583
6638,695,0.13999
6639,668,0.13455
6640,688,0.13858
6641,683,0.13758
6642,586,0.11804
6643,574,0.11562
6644,594,0.11965
6645,622,0.12529
6646,549,0.11058
6647,564,0.11361
6648,562,0.11320
6649,587,0.11824
6650,576,0.11602
6651,662,0.13335
6652,686,0.13818
6653,682,0.13737
6654,700,0.14100
6655,723,0.14563
6656,765,0.15409
6657,749,0.15087
6658,788,0.15873
6659,871,0.17544
6660,892,0.17967
6661,898,0.18088
6662,948,0.19095
6663,1053,0.21210
6664,1066,0.21472
6665,1134,0.22842
6666,1247,0.25118
6667,1285,0.25884
6668,1293,0.26045
6669,1361,0.27414
6670,1355,0.27294
6671,1463,0.29469
6672,1509,0.30396
6673,1592,0.32067
6674,1587,0.31967
6675,1635,0.32934
6676,1715,0.34545
6677,1758,0.35411
6678,1750,0.35250
6679,1788,0.36015
6680,1820,0.36660
6681,1847,0.37204
6682,1875,0.37768
6683,1907,0.38412
6684,1946,0.39198
6685,1899,0.38251
6686,1940,0.39077
6687,1976,0.39802
6688,1940,0.39077
6689,1952,0.39319
6690,1984,0.39963
6691,1918,0.38634
6692,1956,0.39399
6693,1898,0.38231
6694,1907,0.38412
6695,1842,0.37103
6696,1846,0.37184
6697,1816,0.36579
6698,1813,0.36519
6699,1800,0.36257
6700,1730,0.34847
6701,1637,0.32974
6702,1654,0.33316
6703,1618,0.32591
6704,1574,0.31705
6705,1512,0.30456
6706,1415,0.28502
6707,1363,0.27455
6708,1357,0.27334
6709,1243,0.25038
6710,1286,0.25904
6711,1223,0.24635
6712,1128,0.22721
6713,1095,0.22056
6714,1008,0.20304
6715,940,0.18934
6716,923,0.18592
6717,867,0.17464
6718,883,0.17786
6719,778,0.15671
6720,776,0.15631
6721,724,0.14583
6722,704,0.14181
6723,661,0.13314
6724,701,0.14120
6725,616,0.12408
6726,637,0.12831
6727,637,0.12831
6728,579,0.11663
6729,594,0.11965
6730,581,0.11703
6731,539,0.10857
6732,558,0.11240
6733,576,0.11602
6734,616,0.12408
6735,613,0.12348
6736,648,0.13053
6737,705,0.14201
6738,701,0.14120
6739,770,0.15510
6740,727,0.14644
6741,828,0.16678
6742,894,0.18008
6743,946,0.19055
6744,928,0.18693
6745,995,0.20042
6746,1098,0.22117
6747,1101,0.22177
6748,1118,0.22520
6749,1215,0.24474
6750,1272,0.25622
6751,1292,0.26025
6752,1351,0.27213
6753,1416,0.28522
6754,1429,0.28784
6755,1509,0.30396
6756,1593,0.32088
6757,1600,0.32229
6758,1666,0.33558
6759,1713,0.34505
6760,1708,0.34404
6761,1741,0.35069
6762,1816,0.36579
6763,1804,0.36338
6764,1824,0.36741
6765,1898,0.38231
6766,1911,0.38493
6767,1939,0.39057
6768,1921,0.38694
6769,1985,0.39984
6770,1945,0.39178
6771,1992,0.40125
6772,1935,0.38976
6773,1948,0.39238
6774,1990,0.40084
6775,1901,0.38292
6776,1913,0.38533
6777,1930,0.38876
6778,1874,0.37748
6779,1808,0.36418
6780,1823,0.36720
6781,1767,0.35592
6782,1762,0.35492
6783,1698,0.34203
6784,1632,0.32873
6785,1640,0.33034
6786,1590,0.32027
6787,1469,0.29590
6788,1460,0.29409
6789,1410,0.28401
6790,1374,0.27676
6791,1354,0.27273
6792,1286,0.25904
6793,1209,0.24353
6794,1168,0.23527
6795,1106,0.22278
6796,1104,0.22238
6797,1024,0.20626
6798,974,0.19619
6799,929,0.18713
6800,830,0.16719
6801,872,0.17565
6802,780,0.15711
6803,776,0.15631
6804,696,0.14019
6805,650,0.13093
6806,632,0.12730
6807,595,0.11985
6808,655,0.13194
6809,572,0.11522
6810,576,0.11602
6811,604,0.12166
6812,551,0.11099
6813,588,0.11844
6814,597,0.12025
6815,550,0.11079
6816,641,0.12912
6817,622,0.12529
6818,625,0.12589
6819,667,0.13435
6820,715,0.14402
6821,670,0.13496
6822,715,0.14402
6823,785,0.15812
6824,846,0.17041
6825,884,0.17806
6826,892,0.17967
6827,996,0.20062
6828,972,0.19579
6829,1011,0.20364
6830,1133,0.22822
6831,1198,0.24131
6832,1241,0.24997
6833,1278,0.25743
6834,1361,0.27414
6835,1406,0.28321
6836,1396,0.28119
6837,1491,0.30033
6838,1585,0.31926
6839,1601,0.32249
6840,1636,0.32954
6841,1691,0.34062
6842,1714,0.34525
6843,1749,0.35230
6844,1788,0.36015
6845,1839,0.37043
6846,1899,0.38251
6847,1827,0.36801
6848,1886,0.37989
6849,1891,0.38090
6850,1912,0.38513
6851,1948,0.39238
6852,1976,0.39802
6853,1996,0.40205
6854,1910,0.38473
6855,1923,0.38735
6856,1917,0.38614
6857,1954,0.39359
6858,1886,0.37989
6859,1936,0.38997
6860,1871,0.37687
6861,1876,0.37788
6862,1800,0.36257
6863,1815,0.36559
6864,1739,0.35028
6865,1762,0.35492
6866,1686,0.33961
6867,1680,0.33840
6868,1590,0.32027
6869,1520,0.30617
6870,1505,0.30315
6871,1465,0.29509
6872,1468,0.29570
6873,1330,0.26790
6874,1309,0.26367
6875,1230,0.24776
6876,1240,0.24977
6877,1186,0.23889
6878,1153,0.23225
6879,1073,0.21613
6880,1004,0.20223
6881,955,0.19236
6882,904,0.18209
6883,849,0.17101
6884,838,0.16880
6885,762,0.15349
6886,774,0.15591
6887,728,0.14664
6888,656,0.13214
6889,633,0.12750
6890,613,0.12348
6891,616,0.12408
6892,557,0.11220
6893,551,0.11099
6894,591,0.11904
6895,540,0.10877
6896,604,0.12166
6897,586,0.11804
6898,564,0.11361
6899,631,0.12710
6900,576,0.11602
6901,607,0.12227
6902,690,0.13899
6903,657,0.13234
6904,720,0.14503
6905,775,0.15611
6906,798,0.16074
6907,821,0.16537
6908,869,0.17504
6909,942,0.18975
6910,986,0.19861
6911,1023,0.20606
6912,1076,0.21674
6913,1130,0.22761
6914,1145,0.23064
6915,1253,0.25239
6916,1290,0.25984
6917,1317,0.26528
6918,1332,0.26830
6919,1444,0.29086
6920,1461,0.29429
6921,1536,0.30939
6922,1624,0.32712
6923,1661,0.33457
6924,1657,0.33377
6925,1697,0.34182
6926,1726,0.34767
6927,1804,0.36338
6928,1779,0.35834
6929,1875,0.37768
6930,1857,0.37405
6931,1909,0.38453
6932,1919,0.38654
6933,1952,0.39319
6934,1944,0.39158
6935,1990,0.40084
6936,1923,0.38735
6937,1985,0.39984
6938,1969,0.39661
6939,1914,0.38553
6940,1931,0.38896
6941,1933,0.38936
6942,1931,0.38896
6943,1877,0.37808
6944,1861,0.37486
6945,1835,0.36962
6946,1747,0.35190
6947,1728,0.34807
6948,1690,0.34041
6949,1664,0.33518
6950,1642,0.33075
6951,1590,0.32027
6952,1476,0.29731
6953,1487,0.29952
6954,1405,0.28301
6955,1327,0.26730
6956,1330,0.26790
6957,1301,0.26206
6958,1245,0.25078
6959,1139,0.22943
6960,1126,0.22681
6961,1083,0.21815
6962,1067,0.21492
6963,964,0.19418
6964,901,0.18149
6965,817,0.16457
6966,807,0.16255
6967,777,0.15651
6968,724,0.14583
6969,721,0.14523
6970,651,0.13113
6971,655,0.13194
6972,615,0.12388
6973,632,0.12730
6974,542,0.10917
6975,622,0.12529
6976,565,0.11381
6977,584,0.11763
6978,583,0.11743
6979,538,0.10837
6980,562,0.11320
6981,580,0.11683
6982,627,0.12630
6983,662,0.13335
6984,649,0.13073
6985,697,0.14040
6986,687,0.13838
6987,712,0.14342
6988,778,0.15671
6989,800,0.16114
6990,851,0.17142
6991,906,0.18249
6992,929,0.18713
6993,960,0.19337
6994,1046,0.21069
6995,1104,0.22238
6996,1120,0.22560
6997,1172,0.23607
6998,1257,0.25320
6999,1326,0.26709
7000,1370,0.27596
7001,1427,0.28744
7002,1465,0.29509
7003,1484,0.29892
7004,1525,0.30718
7005,1640,0.33034
7006,1676,0.33759
7007,1677,0.33780
7008,1749,0.35230
7009,1756,0.35371
7010,1826,0.36781
7011,1798,0.36217
7012,1840,0.37063
7013,1891,0.38090
7014,1858,0.37425
7015,1939,0.39057
7016,1940,0.39077
7017,1957,0.39420
7018,1974,0.39762
7019,1981,0.39903
7020,1997,0.40225
7021,1947,0.39218
7022,1931,0.38896
7023,1889,0.38050
7024,1917,0.38614
7025,1861,0.37486
7026,1916,0.38594
7027,1852,0.37305
7028,1834,0.36942
7029,1808,0.36418
7030,1738,0.35008
7031,1690,0.34041
7032,1665,0.33538
7033,1603,0.32289
7034,1531,0.30839
7035,1474,0.29691
7036,1436,0.28925
7037,1399,0.28180
7038,1411,0.28422
7039,1300,0.26186
7040,1301,0.26206
7041,1207,0.24312
7042,1172,0.23607
7043,1146,0.23084
7044,1103,0.22218
7045,1025,0.20646
7046,948,0.19095
7047,961,0.19357
7048,894,0.18008
7049,816,0.16437
7050,748,0.15067
7051,779,0.15691
7052,720,0.14503
7053,699,0.14080
7054,705,0.14201
7055,651,0.13113
7056,599,0.12066
7057,588,0.11844
7058,566,0.11401
7059,584,0.11763
7060,543,0.10938
7061,567,0.11421
7062,604,0.12166
7063,611,0.12307
7064,583,0.11743
7065,624,0.12569
7066,651,0.13113
7067,671,0.13516
7068,704,0.14181
7069,733,0.14765
7070,760,0.15309
7071,751,0.15127
7072,831,0.16739
7073,853,0.17182
7074,842,0.16960
7075,963,0.19398
7076,1005,0.20244
7077,1014,0.20425
7078,1064,0.21432
7079,1173,0.23628
7080,1204,0.24252
7081,1242,0.25017
7082,1244,0.25058
7083,1384,0.27878
7084,1382,0.27837
7085,1497,0.30154
7086,1523,0.30678
7087,1527,0.30758
7088,1573,0.31685
7089,1676,0.33759
7090,1733,0.34908
7091,1742,0.35089
7092,1760,0.35451
7093,1810,0.36459
7094,1825,0.36761
7095,1851,0.37284
7096,1854,0.37345
7097,1909,0.38453
7098,1954,0.39359
7099,1905,0.38372
7100,1919,0.38654
7101,1942,0.39117
7102,1911,0.38493
7103,1936,0.38997
7104,1976,0.39802
7105,1958,0.39440
7106,1946,0.39198
7107,1885,0.37969
7108,1899,0.38251
7109,1897,0.38211
7110,1826,0.36781
7111,1802,0.36297
7112,1741,0.35069
7113,1725,0.34746
7114,1668,0.33598
7115,1684,0.33921
7116,1660,0.33437
7117,1581,0.31846
7118,1567,0.31564
7119,1469,0.29590
7120,1397,0.28140
7121,1371,0.27616
7122,1314,0.26468
7123,1277,0.25722
7124,1250,0.25179
7125,1133,0.22822
7126,1127,0.22701
7127,1056,0.21271
7128,985,0.19841
7129,946,0.19055
7130,942,0.18975
7131,890,0.17927
7132,847,0.17061
7133,829,0.16698
7134,773,0.15570
7135,695,0.13999
7136,649,0.13073
7137,697,0.14040
7138,670,0.13496
7139,661,0.13314
7140,590,0.11884
7141,593,0.11945
7142,579,0.11663
7143,550,0.11079
7144,602,0.12126
7145,576,0.11602
7146,554,0.11159
7147,585,0.11784
7148,597,0.12025
7149,603,0.12146
7150,643,0.12952
7151,721,0.14523
7152,735,0.14805
7153,788,0.15873
7154,782,0.15752
7155,859,0.17303
7156,893,0.17988
7157,939,0.18914
7158,915,0.18431
7159,1010,0.20344
7160,1059,0.21331
7161,1122,0.22600
7162,1164,0.23446
7163,1246,0.25098
7164,1307,0.26327
7165,1290,0.25984
7166,1349,0.27173
7167,1411,0.28422
7168,1499,0.30194
7169,1507,0.30355
7170,1593,0.32088
7171,1619,0.32611
7172,1652,0.33276
7173,1740,0.35049
7174,1778,0.35814
7175,1799,0.36237
7176,1794,0.36136
7177,1864,0.37546
7178,1844,0.37143
